State,City,Property_Type,BHK,Size_in_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities_Score,Facing,Owner_Type,Availability_Status,Age_of_Property,Price_INR,Price_Lakhs
tamil_nadu,coimbatore,apartment,1,2399,1995,unfurnished,1,2,12,2,average,yes,basic,4,north,owner,ready,29,4520645.082058839,45.20645082058839
tamil_nadu,chennai,apartment,2,3819,2008,semi_furnished,15,16,3,8,average,yes,basic,3,north_east,owner,ready,16,21368588.330958486,213.68588330958485
tamil_nadu,madurai,villa,2,3035,2015,unfurnished,10,27,13,3,poor,yes,no,5,south_east,builder,ready,9,21123064.270468853,211.23064270468853
tamil_nadu,salem,apartment,2,2743,2014,unfurnished,3,4,1,3,average,yes,basic,9,north,owner,ready,10,10987584.87006626,109.87584870066262
tamil_nadu,coimbatore,independent_house,3,1813,2014,unfurnished,27,28,3,5,average,yes,no,7,south_east,owner,ready,10,10928968.498484168,109.28968498484168
tamil_nadu,madurai,independent_house,2,3559,1999,fully_furnished,15,16,7,9,good,no,no,2,north,broker,ready,25,17204824.687134583,172.04824687134584
tamil_nadu,madurai,apartment,3,1409,2009,fully_furnished,18,23,2,7,excellent,yes,no,0,south_east,builder,ready,15,7490538.156942155,74.90538156942155
tamil_nadu,madurai,villa,3,2874,1994,unfurnished,9,10,7,8,good,yes,high,6,south_west,broker,ready,30,16613745.467165008,166.1374546716501
tamil_nadu,chennai,apartment,1,3413,1994,semi_furnished,5,18,5,7,good,yes,basic,0,north_west,owner,ready,30,9069122.41119694,90.69122411196939
tamil_nadu,tiruchirappalli,independent_house,3,1312,1992,unfurnished,19,35,13,8,good,yes,no,6,north_west,owner,under_construction,32,6043141.994817473,60.43141994817473
tamil_nadu,madurai,apartment,5,3641,2021,fully_furnished,3,4,1,8,average,no,no,5,north_east,owner,ready,3,27793892.84438469,277.93892844384686
tamil_nadu,salem,apartment,2,3618,2019,unfurnished,6,21,8,2,poor,yes,high,3,south,owner,ready,5,10567747.76456752,105.67747764567521
tamil_nadu,coimbatore,independent_house,4,2302,2018,semi_furnished,12,26,13,2,average,yes,basic,7,north_east,broker,ready,6,19546452.034875624,195.46452034875625
tamil_nadu,salem,apartment,3,3711,2015,semi_furnished,5,16,3,9,good,no,no,3,west,owner,under_construction,9,18255064.77695159,182.55064776951588
tamil_nadu,chennai,independent_house,3,454,2014,semi_furnished,7,36,1,4,average,yes,no,2,south_west,broker,ready,10,5753028.068856707,57.53028068856707
tamil_nadu,chennai,independent_house,1,2027,2001,unfurnished,4,19,11,6,average,no,basic,5,west,owner,under_construction,23,8247532.105402605,82.47532105402604
tamil_nadu,salem,independent_house,3,3212,2007,semi_furnished,20,21,3,7,average,yes,basic,5,south_west,owner,ready,17,15888125.631302604,158.88125631302606
tamil_nadu,tiruchirappalli,apartment,2,1280,2015,fully_furnished,0,35,6,1,good,yes,high,0,south_east,broker,under_construction,9,5159888.295983894,51.59888295983894
tamil_nadu,chennai,independent_house,3,2373,2004,unfurnished,19,39,2,8,excellent,yes,basic,4,south_west,broker,ready,20,19543354.85626638,195.4335485626638
tamil_nadu,chennai,independent_house,4,2402,1994,semi_furnished,1,37,13,1,poor,yes,basic,9,south_west,broker,ready,30,22059062.67946044,220.5906267946044
tamil_nadu,salem,apartment,3,2199,2022,fully_furnished,5,21,2,8,average,no,high,9,south_east,builder,ready,2,13807094.13577882,138.0709413577882
tamil_nadu,chennai,independent_house,2,3991,1998,unfurnished,8,21,6,1,excellent,yes,basic,2,south_east,broker,ready,26,17164015.59482476,171.6401559482476
tamil_nadu,tiruchirappalli,duplex,1,3284,2021,fully_furnished,12,13,4,2,average,yes,basic,4,south_east,owner,ready,3,16671881.122854387,166.71881122854387
tamil_nadu,tiruchirappalli,apartment,2,1722,2002,unfurnished,0,1,4,2,good,yes,no,5,south_east,owner,ready,22,4603266.776342514,46.03266776342514
tamil_nadu,tiruchirappalli,duplex,4,2033,2017,unfurnished,23,35,2,4,average,no,basic,5,north_east,owner,under_construction,7,16105926.599170882,161.05926599170883
tamil_nadu,coimbatore,apartment,1,3009,2012,semi_furnished,8,33,12,2,average,yes,high,4,north_east,broker,under_construction,12,9751762.443965541,97.5176244396554
tamil_nadu,tiruchirappalli,apartment,2,1124,2013,fully_furnished,5,38,4,6,good,yes,no,2,west,broker,ready,11,6227465.000224578,62.274650002245785
tamil_nadu,tiruchirappalli,apartment,2,2451,2020,semi_furnished,8,9,14,7,good,yes,basic,4,north_east,owner,ready,4,13017223.90603058,130.1722390603058
tamil_nadu,coimbatore,independent_house,4,2811,1994,semi_furnished,29,31,2,1,average,yes,basic,0,west,broker,ready,30,8631540.8671363,86.315408671363
tamil_nadu,madurai,apartment,2,1715,1991,semi_furnished,21,22,6,2,poor,yes,basic,0,north,owner,ready,33,2758221.4818519657,27.582214818519656
tamil_nadu,chennai,villa,6,1812,2019,fully_furnished,5,6,10,7,excellent,yes,no,6,north_east,owner,ready,5,74293497.81990966,742.9349781990966
tamil_nadu,tiruchirappalli,villa,3,1152,1994,semi_furnished,21,27,2,3,poor,yes,basic,9,north,owner,under_construction,30,7094818.852471093,70.94818852471093
tamil_nadu,chennai,independent_house,4,3470,1999,unfurnished,4,23,4,5,average,yes,basic,4,east,builder,ready,25,21421586.481078167,214.21586481078165
tamil_nadu,salem,apartment,1,3942,1996,semi_furnished,15,30,8,2,good,yes,high,3,south_east,builder,ready,28,7347928.218990147,73.47928218990147
tamil_nadu,chennai,duplex,2,1954,2018,unfurnished,2,3,8,3,poor,yes,high,6,south_west,owner,under_construction,6,17606887.12853608,176.06887128536079
tamil_nadu,coimbatore,villa,1,825,2021,semi_furnished,19,20,13,6,poor,yes,no,0,south,owner,ready,3,4630249.603334412,46.30249603334412
tamil_nadu,chennai,apartment,2,798,2016,fully_furnished,11,22,6,7,good,no,high,1,south_east,owner,under_construction,8,5645680.788341673,56.45680788341673
tamil_nadu,chennai,independent_house,3,3401,1990,unfurnished,11,21,3,4,good,yes,basic,1,north_east,broker,ready,34,16219130.766690183,162.19130766690182
tamil_nadu,chennai,independent_house,2,703,2009,unfurnished,14,15,11,8,average,yes,high,2,west,owner,ready,15,5000547.185839266,50.00547185839265
tamil_nadu,madurai,independent_house,1,3287,2023,semi_furnished,14,15,13,2,good,yes,basic,9,north,owner,under_construction,1,21000045.752000593,210.00045752000594
tamil_nadu,madurai,apartment,3,2136,2015,fully_furnished,8,15,2,4,average,no,basic,2,south,owner,ready,9,10805403.991958693,108.05403991958693
tamil_nadu,salem,apartment,2,503,2012,fully_furnished,4,5,9,5,good,yes,high,7,south_east,builder,under_construction,12,4597885.379700287,45.97885379700287
tamil_nadu,coimbatore,apartment,2,3802,2022,semi_furnished,18,20,9,3,average,yes,high,4,west,owner,ready,2,18935308.75022427,189.3530875022427
tamil_nadu,chennai,apartment,1,763,1990,semi_furnished,18,22,10,4,poor,yes,high,6,north_east,owner,ready,34,2069342.9621186466,20.693429621186468
tamil_nadu,chennai,independent_house,3,3837,1992,fully_furnished,20,28,11,5,average,yes,basic,6,east,owner,ready,32,26422609.889845345,264.2260988984535
tamil_nadu,chennai,duplex,3,1505,2002,fully_furnished,16,27,1,5,good,yes,high,4,west,owner,ready,22,16674669.070558023,166.74669070558022
tamil_nadu,chennai,duplex,3,2254,2022,semi_furnished,0,13,13,4,average,yes,no,7,north_west,broker,ready,2,34539943.31735936,345.3994331735936
tamil_nadu,madurai,independent_house,2,966,2002,unfurnished,1,14,9,7,poor,yes,no,0,north,owner,under_construction,22,3869108.0919719194,38.69108091971919
tamil_nadu,salem,independent_house,2,3247,2011,semi_furnished,9,10,5,2,good,yes,basic,4,south_east,owner,under_construction,13,14937440.856225824,149.37440856225825
tamil_nadu,tiruchirappalli,apartment,4,2171,1994,fully_furnished,9,10,9,5,average,yes,high,3,south_east,owner,ready,30,10273260.907730179,102.73260907730179
tamil_nadu,coimbatore,independent_house,3,3123,2006,semi_furnished,17,19,11,3,excellent,yes,basic,3,west,owner,under_construction,18,16942311.779344436,169.42311779344436
tamil_nadu,chennai,apartment,3,1508,1999,fully_furnished,1,27,2,9,average,no,no,4,north_east,broker,ready,25,9876404.465927782,98.76404465927781
tamil_nadu,salem,apartment,3,1642,2016,unfurnished,5,24,7,4,good,yes,no,5,west,owner,ready,8,7521890.776342853,75.21890776342853
tamil_nadu,tiruchirappalli,independent_house,1,2815,2004,semi_furnished,0,1,14,3,average,yes,basic,8,east,owner,ready,20,10976556.693230096,109.76556693230096
tamil_nadu,salem,apartment,4,2297,1998,semi_furnished,19,27,1,6,excellent,no,no,2,south_west,broker,under_construction,26,11363988.510926288,113.63988510926288
tamil_nadu,madurai,apartment,3,1124,1996,semi_furnished,7,8,14,9,average,yes,basic,9,west,broker,ready,28,6945590.757271282,69.45590757271282
tamil_nadu,tiruchirappalli,villa,3,1114,1999,semi_furnished,1,17,1,4,poor,yes,basic,7,east,broker,ready,25,6003096.177681626,60.030961776816255
tamil_nadu,salem,apartment,4,3272,2002,fully_furnished,27,28,8,2,average,no,no,5,west,builder,ready,22,16499550.17132777,164.9955017132777
tamil_nadu,madurai,apartment,2,2235,2005,fully_furnished,17,27,14,8,poor,yes,high,0,west,broker,ready,19,9500229.377285123,95.00229377285123
tamil_nadu,salem,apartment,3,1665,2023,unfurnished,15,33,8,2,poor,yes,basic,8,east,broker,ready,1,10500259.44107492,105.00259441074921
tamil_nadu,salem,apartment,5,3633,1997,semi_furnished,12,24,7,4,poor,no,basic,1,east,broker,under_construction,27,10655882.488096306,106.55882488096306
tamil_nadu,tiruchirappalli,apartment,2,1602,2020,unfurnished,0,1,8,2,poor,yes,basic,4,north_east,broker,ready,4,6453380.037495494,64.53380037495494
tamil_nadu,madurai,villa,1,2388,2017,semi_furnished,1,8,14,9,poor,yes,high,6,north,builder,ready,7,17000324.979405776,170.00324979405775
tamil_nadu,chennai,apartment,3,491,1996,semi_furnished,1,2,7,1,good,yes,high,2,north_west,owner,ready,28,2643593.9312023376,26.435939312023375
tamil_nadu,coimbatore,villa,1,1923,2023,fully_furnished,12,18,14,1,good,yes,basic,1,north_east,broker,under_construction,1,11447916.521839906,114.47916521839906
tamil_nadu,tiruchirappalli,apartment,4,2073,2022,fully_furnished,5,15,8,7,average,yes,basic,4,north,owner,under_construction,2,19041003.237394225,190.41003237394224
tamil_nadu,madurai,apartment,1,1929,1993,semi_furnished,3,4,2,7,poor,no,basic,9,north_east,broker,under_construction,31,3575293.3544781716,35.75293354478172
tamil_nadu,salem,independent_house,3,1023,2015,fully_furnished,18,39,5,8,good,yes,high,1,south,broker,under_construction,9,7884264.158941768,78.84264158941768
tamil_nadu,madurai,independent_house,2,568,1991,semi_furnished,1,15,6,3,good,yes,high,1,south,broker,ready,33,2330651.4906223402,23.306514906223402
tamil_nadu,coimbatore,independent_house,2,2834,2021,fully_furnished,4,26,8,4,excellent,no,basic,0,north_east,owner,ready,3,20256429.789460104,202.56429789460103
tamil_nadu,coimbatore,duplex,4,3792,1991,unfurnished,12,13,1,3,average,yes,basic,9,south_west,broker,under_construction,33,17876854.759356696,178.76854759356695
tamil_nadu,chennai,apartment,3,2548,2015,unfurnished,9,10,4,2,excellent,no,basic,4,east,owner,ready,9,15479225.877740473,154.79225877740473
tamil_nadu,chennai,apartment,2,1719,2016,unfurnished,13,37,7,6,good,yes,no,5,south,owner,ready,8,9849895.544774523,98.49895544774523
tamil_nadu,coimbatore,villa,2,3456,2004,fully_furnished,22,34,8,3,poor,yes,basic,5,north_east,broker,under_construction,20,18746295.456033777,187.46295456033778
tamil_nadu,tiruchirappalli,apartment,3,2640,2010,unfurnished,14,27,13,4,good,yes,no,9,south_west,builder,ready,14,15031345.20468283,150.3134520468283
tamil_nadu,tiruchirappalli,apartment,4,1884,2016,semi_furnished,1,27,13,1,excellent,yes,no,1,south,owner,ready,8,10775393.861477274,107.75393861477275
tamil_nadu,salem,apartment,3,1269,2023,semi_furnished,5,24,5,8,good,no,basic,5,south,builder,under_construction,1,11215388.870302236,112.15388870302236
tamil_nadu,chennai,independent_house,3,3166,2000,fully_furnished,24,31,6,2,excellent,yes,basic,6,north_east,broker,ready,24,26068190.36162549,260.6819036162549
tamil_nadu,salem,apartment,2,3757,2012,unfurnished,9,10,14,9,good,yes,basic,4,north_west,owner,ready,12,19932133.7631548,199.321337631548
tamil_nadu,chennai,apartment,4,3687,2011,unfurnished,7,13,8,7,average,no,no,9,north_west,builder,ready,13,33502564.286302462,335.02564286302464
tamil_nadu,coimbatore,apartment,3,1879,2012,unfurnished,18,19,12,7,good,yes,basic,0,north_west,builder,under_construction,12,9053352.682440778,90.53352682440779
tamil_nadu,tiruchirappalli,independent_house,3,3410,1990,unfurnished,10,37,12,1,poor,yes,basic,3,east,broker,ready,34,9433564.307670355,94.33564307670355
tamil_nadu,tiruchirappalli,apartment,3,1374,2001,unfurnished,2,3,8,2,average,yes,high,9,south_west,broker,ready,23,5850658.017546496,58.50658017546496
tamil_nadu,coimbatore,apartment,3,2675,2014,unfurnished,14,15,8,5,good,yes,high,2,north_east,broker,ready,10,10058179.736449037,100.58179736449037
tamil_nadu,salem,independent_house,4,760,1995,unfurnished,4,9,11,3,good,yes,no,5,north_east,owner,ready,29,4298976.456671007,42.98976456671007
tamil_nadu,salem,duplex,3,442,2023,fully_furnished,2,3,3,8,average,yes,high,9,east,owner,ready,1,7279689.473697161,72.79689473697161
tamil_nadu,madurai,independent_house,4,2628,2017,semi_furnished,3,4,3,9,excellent,yes,basic,0,south_east,owner,ready,7,18512253.62622714,185.1225362622714
tamil_nadu,chennai,villa,3,2958,2014,semi_furnished,11,29,8,4,good,yes,high,2,south_east,broker,under_construction,10,32489827.59274942,324.8982759274942
tamil_nadu,salem,apartment,3,2909,2007,semi_furnished,15,29,7,6,good,no,basic,2,north_east,owner,ready,17,13374864.155547038,133.74864155547039
tamil_nadu,coimbatore,apartment,4,2282,1990,unfurnished,20,31,2,9,average,yes,basic,6,south,owner,ready,34,7391797.8231203165,73.91797823120316
tamil_nadu,salem,apartment,2,2733,2021,semi_furnished,4,22,14,5,poor,yes,no,5,south,broker,under_construction,3,13751110.648160893,137.51110648160895
tamil_nadu,tiruchirappalli,villa,2,1720,2018,unfurnished,17,18,12,7,poor,yes,no,3,north_west,owner,under_construction,6,11948030.52867918,119.4803052867918
tamil_nadu,chennai,apartment,3,1979,2009,fully_furnished,1,2,10,2,average,yes,basic,8,south_east,builder,under_construction,15,20246002.08904593,202.4600208904593
tamil_nadu,madurai,villa,4,3508,2002,semi_furnished,17,35,2,4,average,no,no,1,north_east,owner,ready,22,23219064.492077634,232.19064492077635
tamil_nadu,chennai,duplex,1,2308,2001,fully_furnished,11,12,12,9,average,yes,no,6,south_east,owner,under_construction,23,14060260.839678606,140.60260839678605
tamil_nadu,tiruchirappalli,apartment,2,2184,1997,unfurnished,21,22,12,2,average,yes,high,4,south_west,owner,ready,27,5070804.215355885,50.70804215355885
tamil_nadu,tiruchirappalli,apartment,2,2325,1997,fully_furnished,1,26,8,4,excellent,yes,basic,6,north,broker,under_construction,27,10387180.891369604,103.87180891369603
tamil_nadu,tiruchirappalli,apartment,2,3554,2007,unfurnished,20,25,3,9,average,yes,no,3,south_east,broker,under_construction,17,9344883.61058158,93.4488361058158
tamil_nadu,tiruchirappalli,apartment,2,2315,2010,semi_furnished,7,32,1,9,average,no,no,0,north_west,broker,ready,14,7209408.317378964,72.09408317378964
tamil_nadu,coimbatore,apartment,3,3380,2017,unfurnished,8,9,14,6,good,no,basic,6,west,owner,under_construction,7,22144476.596584942,221.44476596584943
tamil_nadu,madurai,villa,4,656,2020,unfurnished,20,38,2,6,average,yes,basic,0,north,broker,under_construction,4,7596295.6565717505,75.9629565657175
tamil_nadu,tiruchirappalli,apartment,3,1640,2004,unfurnished,2,10,12,2,poor,no,basic,6,north,builder,under_construction,20,7474578.037640909,74.74578037640909
tamil_nadu,tiruchirappalli,apartment,2,2969,2022,semi_furnished,26,35,12,3,poor,no,basic,6,north_east,owner,under_construction,2,11607477.686778119,116.07477686778118
tamil_nadu,salem,apartment,4,1149,2012,unfurnished,28,32,8,1,average,yes,no,9,north_east,owner,ready,12,7169960.648351548,71.69960648351548
tamil_nadu,madurai,duplex,3,3497,2005,unfurnished,2,3,7,9,average,no,basic,4,north_west,broker,ready,19,20013813.818673767,200.13813818673768
tamil_nadu,chennai,independent_house,2,3722,2013,fully_furnished,20,30,6,2,average,no,basic,2,south,broker,ready,11,22125463.03869024,221.2546303869024
tamil_nadu,madurai,duplex,2,3686,2010,unfurnished,28,35,3,6,good,no,no,1,south_west,owner,ready,14,14649052.75455104,146.4905275455104
tamil_nadu,madurai,duplex,3,1056,1997,unfurnished,4,5,11,4,excellent,yes,no,4,south_east,owner,ready,27,7772007.549288136,77.72007549288136
tamil_nadu,madurai,apartment,3,2767,2006,unfurnished,16,30,7,3,good,no,no,5,east,owner,ready,18,13426383.973609267,134.26383973609268
tamil_nadu,tiruchirappalli,apartment,3,1133,2004,unfurnished,0,1,8,5,good,no,basic,8,south,owner,under_construction,20,5815402.574802051,58.154025748020516
tamil_nadu,tiruchirappalli,apartment,1,2858,2003,unfurnished,8,9,10,9,average,yes,basic,0,north_east,owner,under_construction,21,7283827.996075661,72.83827996075661
tamil_nadu,coimbatore,apartment,4,2906,2009,fully_furnished,3,4,7,5,good,no,basic,6,south_west,owner,under_construction,15,19711095.264483366,197.11095264483367
tamil_nadu,chennai,independent_house,2,3795,2021,fully_furnished,1,20,9,6,excellent,yes,basic,0,south,owner,under_construction,3,41051847.09265237,410.5184709265237
tamil_nadu,salem,apartment,3,2786,2000,semi_furnished,16,24,9,5,average,yes,basic,1,south_west,owner,ready,24,10693362.438688217,106.93362438688217
tamil_nadu,madurai,apartment,3,627,2021,semi_furnished,0,37,13,9,excellent,yes,high,5,east,broker,ready,3,5914617.410777646,59.14617410777646
tamil_nadu,chennai,independent_house,2,1659,1993,fully_furnished,0,13,13,7,excellent,yes,no,1,east,owner,under_construction,31,12938763.053701513,129.38763053701513
tamil_nadu,chennai,independent_house,2,2813,2018,fully_furnished,12,13,11,5,average,no,basic,5,south,owner,ready,6,32360938.754266974,323.6093875426697
tamil_nadu,coimbatore,independent_house,1,2881,1994,semi_furnished,18,19,14,9,poor,yes,basic,7,north_west,owner,ready,30,8286922.742658276,82.86922742658277
tamil_nadu,salem,apartment,2,3305,2001,fully_furnished,6,17,6,7,good,yes,basic,9,east,owner,ready,23,17095527.283260062,170.95527283260063
tamil_nadu,madurai,villa,2,2896,2012,unfurnished,19,20,2,2,poor,yes,basic,6,north,owner,under_construction,12,15342168.71256581,153.42168712565808
tamil_nadu,salem,independent_house,3,2954,2022,unfurnished,14,39,13,8,poor,yes,no,5,north_west,owner,ready,2,19788793.634845052,197.88793634845052
tamil_nadu,coimbatore,apartment,3,3747,2005,unfurnished,14,15,10,7,average,yes,no,8,west,owner,ready,19,18403289.7206282,184.03289720628197
tamil_nadu,tiruchirappalli,villa,3,2509,2000,semi_furnished,19,33,1,2,excellent,yes,basic,9,north_west,broker,ready,24,20236440.2113468,202.364402113468
tamil_nadu,chennai,duplex,3,3802,1997,semi_furnished,6,29,11,3,poor,no,basic,7,south,broker,ready,27,32780363.454650212,327.8036345465021
tamil_nadu,madurai,apartment,4,586,2022,unfurnished,3,8,8,8,excellent,yes,basic,8,west,owner,ready,2,8364836.732419501,83.64836732419501
tamil_nadu,tiruchirappalli,apartment,4,1960,2023,fully_furnished,10,21,10,5,poor,yes,no,0,south_east,owner,ready,1,11344705.049428718,113.44705049428718
tamil_nadu,coimbatore,apartment,2,3339,2010,semi_furnished,9,10,14,2,poor,no,no,3,south,owner,under_construction,14,10424348.10837635,104.2434810837635
tamil_nadu,salem,apartment,3,1928,2006,unfurnished,0,1,1,7,poor,no,no,4,south_west,broker,ready,18,6596188.391276357,65.96188391276357
tamil_nadu,chennai,villa,1,1250,2023,semi_furnished,4,32,9,2,average,yes,basic,7,south_west,owner,ready,1,16572654.615276972,165.7265461527697
tamil_nadu,madurai,apartment,1,3055,1992,unfurnished,10,24,8,3,good,no,basic,1,west,owner,ready,32,4331850.308732611,43.318503087326114
tamil_nadu,tiruchirappalli,villa,3,1744,2013,fully_furnished,5,14,8,1,excellent,yes,basic,2,east,builder,ready,11,17620498.717701938,176.20498717701938
tamil_nadu,tiruchirappalli,independent_house,2,1616,2011,unfurnished,4,28,10,9,good,yes,basic,3,south_east,broker,ready,13,8097667.788743342,80.97667788743342
tamil_nadu,chennai,independent_house,3,2701,1999,unfurnished,26,27,10,5,excellent,yes,no,5,south_east,owner,under_construction,25,20318393.07177472,203.18393071774722
tamil_nadu,salem,apartment,2,978,1994,semi_furnished,12,15,5,9,excellent,no,basic,9,south_east,owner,ready,30,4802804.119671843,48.02804119671843
tamil_nadu,coimbatore,apartment,1,713,2020,unfurnished,6,25,13,1,average,yes,no,7,north,broker,ready,4,3384313.3477673456,33.843133477673454
tamil_nadu,salem,apartment,4,3453,2013,unfurnished,0,1,7,2,average,yes,basic,4,north_west,builder,ready,11,19271192.934338644,192.71192934338643
tamil_nadu,salem,apartment,1,3695,2000,fully_furnished,3,4,12,9,excellent,no,basic,8,west,owner,ready,24,18379928.232140794,183.79928232140796
tamil_nadu,salem,apartment,2,830,2003,semi_furnished,5,39,6,8,good,yes,basic,5,north_east,owner,under_construction,21,4409389.258804949,44.09389258804949
tamil_nadu,chennai,villa,2,1779,1993,fully_furnished,21,27,9,1,poor,yes,basic,1,east,owner,ready,31,11236525.558223603,112.36525558223603
tamil_nadu,chennai,apartment,6,3898,1997,fully_furnished,5,31,12,6,poor,yes,basic,5,south_east,owner,ready,27,41996124.67330685,419.96124673306855
tamil_nadu,coimbatore,villa,2,1815,1996,fully_furnished,10,20,5,5,excellent,yes,basic,5,north_west,broker,ready,28,14471095.595615484,144.71095595615483
tamil_nadu,salem,apartment,3,2669,2021,unfurnished,23,24,9,3,average,yes,no,9,north_west,owner,under_construction,3,13885869.321904289,138.8586932190429
tamil_nadu,chennai,villa,3,3574,2011,fully_furnished,15,17,2,4,average,yes,basic,9,west,owner,ready,13,49805733.41755933,498.0573341755933
tamil_nadu,coimbatore,duplex,3,2765,2011,unfurnished,12,30,1,9,excellent,no,high,3,west,broker,under_construction,13,20559466.96936991,205.5946696936991
tamil_nadu,coimbatore,apartment,4,3207,2015,semi_furnished,2,39,2,9,good,no,no,8,north_east,owner,ready,9,25247990.95109043,252.4799095109043
tamil_nadu,salem,villa,2,2097,2018,fully_furnished,6,7,3,6,good,yes,no,3,west,broker,ready,6,18039257.63155679,180.3925763155679
tamil_nadu,madurai,independent_house,5,2199,1993,unfurnished,24,33,2,9,average,yes,high,5,north,owner,ready,31,9643452.777971895,96.43452777971895
tamil_nadu,salem,villa,3,1642,2020,unfurnished,3,4,1,8,good,yes,basic,6,south_east,owner,under_construction,4,20615972.9413147,206.159729413147
tamil_nadu,madurai,independent_house,2,3909,2011,semi_furnished,7,8,7,8,average,no,no,0,north_west,owner,ready,13,17583697.634445094,175.83697634445093
tamil_nadu,coimbatore,apartment,2,3213,1997,unfurnished,1,2,5,4,excellent,yes,basic,0,south_east,owner,ready,27,8288232.500005023,82.88232500005023
tamil_nadu,chennai,apartment,4,2402,2010,semi_furnished,28,29,2,5,average,no,high,0,north_west,broker,under_construction,14,16686474.753980735,166.86474753980735
tamil_nadu,tiruchirappalli,apartment,3,3174,2004,unfurnished,2,34,4,8,average,yes,basic,9,north,broker,ready,20,14166117.398125168,141.6611739812517
tamil_nadu,coimbatore,independent_house,3,3640,1993,fully_furnished,16,17,3,3,poor,no,no,8,east,broker,ready,31,17319910.177914552,173.19910177914554
tamil_nadu,chennai,duplex,3,2015,1994,semi_furnished,13,20,6,8,good,yes,basic,3,south,owner,under_construction,30,13650578.419617876,136.50578419617875
tamil_nadu,coimbatore,independent_house,3,2519,1991,fully_furnished,21,38,3,7,good,yes,high,9,east,builder,under_construction,33,15535395.913598796,155.35395913598796
tamil_nadu,salem,apartment,2,1998,1997,semi_furnished,26,29,10,8,average,yes,basic,3,west,broker,ready,27,6102749.554473088,61.02749554473088
tamil_nadu,madurai,villa,2,1389,1993,fully_furnished,5,6,12,2,excellent,yes,no,5,east,owner,ready,31,9393665.934378672,93.93665934378673
tamil_nadu,coimbatore,villa,3,855,2002,semi_furnished,12,20,12,1,poor,yes,basic,4,north_west,owner,ready,22,6546982.602206029,65.46982602206029
tamil_nadu,chennai,apartment,1,3546,2003,unfurnished,11,27,9,2,good,yes,no,2,east,broker,ready,21,10484317.359285919,104.84317359285919
tamil_nadu,salem,apartment,2,1686,1998,semi_furnished,5,6,7,5,good,no,basic,7,north_west,owner,ready,26,5800484.354557851,58.00484354557852
tamil_nadu,tiruchirappalli,apartment,3,1892,2017,fully_furnished,5,6,14,9,average,yes,basic,0,north_west,owner,ready,7,12625194.396606732,126.25194396606732
tamil_nadu,salem,villa,2,1009,2001,fully_furnished,2,7,3,8,good,yes,basic,4,north_east,builder,ready,23,7997728.295223292,79.97728295223293
tamil_nadu,madurai,villa,1,3044,2017,semi_furnished,23,38,10,7,good,yes,basic,4,east,owner,ready,7,23368628.944998864,233.68628944998864
tamil_nadu,salem,apartment,4,3284,2002,fully_furnished,29,36,4,4,good,yes,no,0,north,owner,under_construction,22,13312372.698799847,133.12372698799848
tamil_nadu,tiruchirappalli,apartment,3,2241,2010,semi_furnished,5,6,2,3,good,yes,no,6,north_west,owner,ready,14,9451162.713788757,94.51162713788757
tamil_nadu,chennai,villa,2,1338,2015,fully_furnished,4,34,1,4,excellent,no,basic,4,north_west,owner,under_construction,9,20263069.822930597,202.63069822930598
tamil_nadu,coimbatore,duplex,4,3337,2014,unfurnished,0,1,2,8,excellent,yes,basic,8,north_east,broker,ready,10,27454638.35634864,274.5463835634864
tamil_nadu,madurai,villa,3,3232,2011,unfurnished,0,30,2,8,good,yes,basic,0,south,owner,ready,13,21454880.496684387,214.54880496684387
tamil_nadu,tiruchirappalli,independent_house,2,2084,1997,unfurnished,12,22,6,6,poor,yes,no,3,west,owner,under_construction,27,5188480.538403155,51.88480538403155
tamil_nadu,madurai,apartment,2,2965,2011,fully_furnished,16,17,4,4,average,yes,basic,5,east,broker,ready,13,13687348.168314653,136.87348168314654
tamil_nadu,salem,independent_house,2,2044,2002,semi_furnished,14,20,14,3,good,yes,basic,1,south_east,owner,under_construction,22,8925226.63024563,89.25226630245629
tamil_nadu,madurai,apartment,4,1622,2003,semi_furnished,5,32,4,8,average,yes,high,5,south_east,broker,under_construction,21,10011274.909071421,100.11274909071422
tamil_nadu,tiruchirappalli,villa,3,3290,2007,semi_furnished,26,32,4,2,good,yes,no,9,south_west,owner,ready,17,24094575.183412563,240.94575183412564
tamil_nadu,coimbatore,apartment,3,3809,2022,semi_furnished,5,6,5,8,poor,no,basic,0,west,broker,under_construction,2,15945835.39401132,159.4583539401132
tamil_nadu,coimbatore,villa,4,2485,1996,unfurnished,5,6,9,5,excellent,yes,basic,6,south_west,owner,ready,28,24887779.414766826,248.87779414766825
tamil_nadu,madurai,apartment,1,2766,1999,fully_furnished,7,8,7,9,average,no,basic,7,south,broker,ready,25,9148326.865793627,91.48326865793626
tamil_nadu,chennai,villa,1,3087,2019,unfurnished,10,11,12,8,good,yes,basic,8,east,owner,ready,5,43405761.42905994,434.05761429059936
tamil_nadu,madurai,apartment,2,539,2023,fully_furnished,27,29,5,3,good,yes,no,8,west,owner,under_construction,1,3746796.5758595876,37.467965758595874
tamil_nadu,salem,apartment,1,3719,1992,unfurnished,14,33,1,4,average,yes,basic,4,north_east,owner,ready,32,5555404.626426499,55.55404626426499
